Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Structural-Street Collapse,Livonia Avenue & New Jersey Avenue,Brooklyn,08/13/2015 11:45:19 PM,08/14/2015 05:37:28 PM,40.6649013583,-73.8930528467
Fire-1st Alarm,550 1 Ave,Manhattan,08/06/2015 04:02:45 PM,08/15/2015 04:45:56 PM,,
Utility-Water Main,160 Avenue & 91 Street,Queens,08/15/2015 04:10:43 PM,08/15/2015 09:38:55 PM,40.6572304152,-73.8413709064
Weather-Flooding,61 9 Street,Brooklyn,08/16/2015 03:41:39 PM,08/16/2015 03:59:07 PM,40.6735064414,-73.9952161393
Fire-10-76 (Commercial High Rise Fire),261 w 35 street,manhattan,08/17/2015 12:30:14 AM,08/17/2015 01:35:57 AM,40.7523577552,-73.9917744358
Transportation-Train Subway,234 West 31 Street,Manhattan,08/17/2015 07:58:31 AM,08/17/2015 09:07:25 AM,40.7495636909,-73.9931245974
Marine-Passenger Liner,,Manhattan,08/12/2015 05:50:19 PM,08/17/2015 11:04:10 AM,40.7041015267,-74.0058262255
Structural-Scaffold,2 Mott Street,Manhattan,08/17/2015 08:16:39 PM,08/17/2015 09:44:14 PM,40.7137640527,-73.9986689444
Fire-2nd Alarm,1382 St Marks Aveune,Brooklyn,08/18/2015 07:08:00 AM,08/18/2015 08:27:57 AM,,
Law Enforcement-Suspicious Package,Fulton Street & Lafayette Avenue,Brooklyn,08/18/2015 09:56:17 AM,08/18/2015 10:44:57 AM,40.6870248332,-73.9762056538
Fire-3rd Alarm,392 Leonard Street,Brooklyn,08/20/2015 02:46:31 AM,08/20/2015 09:36:36 AM,40.7182978121,-73.9483811077
Law Enforcement-Suspicious Package,West 35 Street & Broadway,Manhattan,08/20/2015 10:14:26 AM,08/20/2015 11:08:30 AM,40.7506611469,-73.9877792668
Weather-Flooding,,Brooklyn,08/21/2015 10:00:03 AM,08/21/2015 10:25:31 AM,,
Utility-Water Main,,Manhattan,08/19/2015 06:08:28 PM,08/21/2015 04:19:56 PM,40.7304339184,-74.0001438924
Rescue-High Angle,1330 5 Ave,Manhattan,08/21/2015 03:45:40 PM,08/21/2015 04:46:39 PM,40.7978104013,-73.948557828
Fire-2nd Alarm,1337 Ellison Avenue,Bronx,08/22/2015 08:37:41 AM,08/22/2015 10:25:17 AM,40.8369383373,-73.8360275475
Fire-2nd Alarm,1948 East 16 Street,Brooklyn,08/23/2015 02:12:57 AM,08/23/2015 04:29:14 AM,40.602402715,-73.9561412252
Fire-10-77 (Residential High Rise Fire),3333 Broadway,Manhattan,08/23/2015 11:04:31 AM,08/23/2015 06:46:21 PM,40.8198944878,-73.955235553
Utility-Water Service Line,36 W 93 St,Manhattan,08/24/2015 07:41:45 PM,08/24/2015 09:39:37 PM,40.7902005962,-73.9672271056
Structural-Sidewalk Shed,02 West 129 Street,Manhattan,08/25/2015 07:26:24 PM,08/25/2015 08:53:14 PM,40.8089940332,-73.9405116864
Law Enforcement-Suspicious Package,Central Park West & West 70 Street,Manhattan,08/26/2015 01:38:27 AM,08/26/2015 02:57:30 AM,40.7749092824,-73.9769107954
Utility-Water Main,1538 2 Avenue,Manhattan,08/26/2015 03:22:22 AM,08/26/2015 07:10:02 AM,40.7741121196,-73.9544792469
Structural-Parapet,508 West 172 Street,Manhattan,08/25/2015 08:46:29 PM,08/26/2015 08:48:32 AM,40.8424769065,-73.9355556216
Fire-Hospital,374 stockholm Street,Brooklyn,08/26/2015 09:48:23 AM,08/26/2015 10:40:34 AM,40.7046357478,-73.9176986366
Structural-Other,Strang Avenue & Edson Avenue,Bronx,08/26/2015 04:15:02 PM,08/26/2015 07:13:41 PM,40.8899681244,-73.8434991802
Fire-1st Alarm,,Brooklyn,08/26/2015 10:55:17 PM,08/26/2015 11:41:35 PM,,
Rescue-Other,4325 Victory Blvd,Staten Island,08/27/2015 10:09:24 AM,08/27/2015 11:06:27 AM,40.5883959906,-74.1962449194
HazMat-Other,695 Park Avenue,Manhattan,08/27/2015 02:27:38 PM,08/27/2015 02:41:42 PM,40.7689722653,-73.9653674751
Fire-1st Alarm,203 East 13 Street,Manhattan,08/27/2015 03:56:08 PM,08/27/2015 08:41:10 PM,40.7324551628,-73.9873099304
Structural-Collapse,62-87 Woodhaven blvd,Queens,08/24/2015 02:35:25 PM,08/28/2015 01:32:00 PM,40.724729474,-73.8694520605
Fire-1st Alarm,1233 47 Street,Brooklyn,08/28/2015 01:00:55 PM,08/28/2015 04:42:21 PM,40.6369787358,-73.9923147028
Fire-4th Alarm,1050 East 232 Street,Bronx,08/25/2015 08:42:25 AM,08/29/2015 05:32:27 AM,40.8895345445,-73.8476630687
Law Enforcement-Other,,Queens,08/29/2015 03:16:33 PM,08/29/2015 03:32:47 PM,,
Fire-2nd Alarm,1122 Jackson Avenue,Bronx,08/30/2015 10:33:07 PM,08/31/2015 02:18:21 AM,40.8275614412,-73.9031545485
Structural-Collapse,151 Van Pelt Avenue,Staten Island,08/28/2015 09:58:10 AM,08/31/2015 01:09:53 PM,40.6326143938,-74.1551587148
Transportation-Other,,Brooklyn,09/01/2015 05:40:19 AM,09/01/2015 10:58:07 AM,,
Structural-Street Collapse,5 Avenue & 64 street,Brooklyn,08/04/2015 07:36:56 AM,,40.6372162977,-74.0185197228
Fire-3rd Alarm,1536 Bryant Avenue,Bronx,09/01/2015 04:16:29 AM,09/01/2015 11:35:42 AM,40.8335986599,-73.886815467
Structural-Construction Accident,363 East 76 Street,Manhattan,09/01/2015 04:20:25 PM,09/01/2015 08:19:46 PM,40.7708021962,-73.9550699861
Fire-Manhole,Bedford Avenue & Wallabout Street,Brooklyn,08/31/2015 04:56:59 PM,09/02/2015 06:10:14 AM,40.6997083883,-73.9571663551
Utility-Other,East 194 Street & Valentine Avenue,Bronx,09/02/2015 05:06:54 PM,09/02/2015 05:37:25 PM,40.7729948234,-73.9595665908
HazMat-Fuel,West 143 Street & Convent Avenue,Manhattan,09/03/2015 12:22:34 AM,09/03/2015 02:08:08 AM,40.8233603956,-73.9471650837
Fire-Other,,Brooklyn,09/03/2015 03:30:43 AM,09/03/2015 03:30:43 AM,,
Fire-4th Alarm,,Brooklyn,09/03/2015 04:53:03 AM,09/03/2015 10:22:16 AM,,
Utility-Water Main,3701 Jerome Ave,Bronx,09/03/2015 10:10:02 AM,09/03/2015 12:12:25 PM,40.8876713515,-73.8780760266
Fire-Haz Mat,3000 Broadway,Manhattan,09/03/2015 11:05:29 AM,09/03/2015 12:27:55 PM,40.8089623327,-73.9631864776
Utility-Power Outage,232 Sherman Avenue,Manhattan,09/03/2015 02:21:47 PM,09/04/2015 02:29:53 AM,40.8659067421,-73.9197261659
Transportation-Other,234 West 31 Street,Manhattan,09/04/2015 09:04:01 AM,09/04/2015 09:32:28 AM,40.7495636909,-73.9931245974
Utility-Gas Service Line,253-50 149th Avenue,queens,09/04/2015 10:58:43 AM,09/04/2015 12:24:18 PM,40.6530056363,-73.7363950915
Fire-Haz Mat,1779 Richmond Avenue,Staten Island,09/04/2015 10:09:25 AM,09/04/2015 12:37:42 PM,40.6050166623,-74.1622432115
Medical-Other,West 40 Street & 6 Avenue,Manhattan,09/04/2015 04:07:56 PM,09/04/2015 05:32:44 PM,40.7535537873,-73.9850428477
Structural-Collapse,656 Myrtle Avenue,Brooklyn,09/03/2015 11:53:54 AM,09/04/2015 06:52:25 PM,40.6943947034,-73.9576674174
Fire-Hospital,3424 Kossuth Avenue,Bronx,09/05/2015 06:36:04 PM,09/05/2015 08:58:58 PM,40.8804620165,-73.8816403993
Utility-Power Outage,Sutter Avenue & 108 Street,Queens,09/05/2015 08:21:46 PM,09/05/2015 09:53:30 PM,40.6763645167,-73.8318654023
Utility-Water Service Line,123-53 Willets Point Blvd,Queens,09/05/2015 02:48:24 PM,09/06/2015 12:42:36 AM,40.7547761825,-73.8429685925
Fire-Manhole,50 West 36 Street,Manhattan,09/05/2015 03:52:43 PM,09/06/2015 06:42:21 AM,40.750586799,-73.9856967774
Structural-Street Collapse,Lexington Avenue & East 67 Street,Manhattan,09/06/2015 10:41:08 AM,09/06/2015 12:59:53 PM,40.76723459,-73.9645308371
Utility-Water Service Line,870  Columbus Avenue,Manhattan,09/06/2015 01:14:31 PM,09/06/2015 03:20:26 PM,40.7973469938,-73.9642691954
Law Enforcement-Suspicious Package,1201 66th Street,Brooklyn,09/07/2015 05:33:32 PM,09/07/2015 05:46:46 PM,40.6265185339,-74.0040131642
Fire-Explosion,99 Terrace View Avenue,Bronx,08/20/2015 08:30:45 PM,09/08/2015 09:15:26 AM,40.8771051488,-73.9122563301
Fire-2nd Alarm,90-11 56th Avenue,Queens,09/08/2015 08:47:06 AM,09/08/2015 09:27:13 AM,40.7360816918,-73.8718041517
Fire-1st Alarm,150-51 Northern Blvd,Queens,09/09/2015 11:20:25 AM,09/09/2015 06:45:41 PM,40.7651433483,-73.8136671594
Structural-Other,65-35 Queens Blvd,Queens,09/10/2015 09:35:31 AM,09/10/2015 12:22:07 PM,40.7408877826,-73.8994697817
Transportation-Train Subway,,Brooklyn,09/10/2015 11:04:04 PM,09/11/2015 05:15:18 PM,,
Utility-Manhole,East 34 Street & 5 Avenue,Manhattan,09/12/2015 04:53:54 PM,09/12/2015 06:35:02 PM,40.7484375146,-73.9845603805
Law Enforcement-Suspicious Package,260 Spring Street,Manhattan,09/12/2015 02:22:24 PM,09/12/2015 08:02:58 PM,40.7257035963,-74.0061946665
Fire-Manhole,245 West 107 St,New York,09/13/2015 08:07:52 PM,09/14/2015 10:17:24 PM,40.8016046946,-73.9663582331
Utility-Power Outage,,Staten Island,09/16/2015 07:50:08 AM,09/16/2015 09:29:04 AM,40.5466351806,-74.1454251862
Transportation-Other,avenue H & New York Avenue,Brooklyn,09/15/2015 03:38:37 AM,09/16/2015 09:56:25 AM,40.6318383967,-73.9446290468
HazMat-Chemical,4641 White Plains Road,Bronx,09/16/2015 09:47:30 AM,09/16/2015 10:40:50 AM,40.9026750066,-73.8510333576
Fire-Haz Mat,211 West 61 Street,Manhattan,09/16/2015 06:11:35 PM,09/16/2015 07:25:01 PM,40.7719108907,-73.9872446464
Law Enforcement-Suspicious Package,1230 York Avenue,Manahttan,08/17/2015 04:02:53 PM,09/17/2015 04:53:39 PM,40.762889704,-73.9566275626
Structural-Construction Accident,320 West 115 Street,Manhattan,09/18/2015 09:56:16 AM,09/18/2015 10:56:20 AM,40.8040085247,-73.9565104673
Law Enforcement-Suspicious Package,89-20 Sutter Ave,Queens,09/18/2015 04:51:23 PM,,40.6762739585,-73.8476454817
Utility-Power Outage,298 Wallabout Street,Brooklyn,09/18/2015 06:14:40 PM,09/19/2015 10:17:08 AM,40.7004058586,-73.9510349004
Law Enforcement-Suspicious Package,,Brooklyn,09/20/2015 05:41:17 PM,09/20/2015 06:40:39 PM,,
Law Enforcement-Suspicious Package,East 83 Street & 1 Avenue,Manhattan,09/20/2015 07:14:34 PM,09/20/2015 08:16:02 PM,40.7749285392,-73.9507995787
Fire-2nd Alarm,332 Taylor Avenue,Bronx,09/20/2015 10:38:12 AM,09/20/2015 08:48:57 PM,40.8119664517,-73.8607590021
Utility-Gas High Pressure,1918 Kings Hwy,Brooklyn,09/21/2015 04:36:40 PM,09/21/2015 09:53:14 PM,40.610367424,-73.9543712035
Law Enforcement-Suspicious Package,200 Duane Road,Queens,09/22/2015 10:21:34 AM,09/22/2015 11:02:26 AM,40.7893942994,-73.7757853195
Utility-Water Main,34-74 113 street,Queens,09/22/2015 11:11:22 AM,09/22/2015 01:13:42 PM,,
HazMat-Other,,Brooklyn,09/23/2015 04:20:09 AM,09/23/2015 06:40:49 AM,,
Fire-1st Alarm,5 East 74 Street,Manhattan,09/23/2015 06:35:52 AM,09/23/2015 07:38:32 AM,40.7736109659,-73.96567195
Fire-10-77 (Residential High Rise Fire),158 West 58 Street,Manhattan,09/23/2015 09:26:48 AM,09/23/2015 10:36:38 AM,40.7656680169,-73.9783146823
Structural-Crane,53-20 44 Street,Queens,09/23/2015 12:30:44 PM,09/23/2015 01:09:57 PM,40.732454853,-73.9230477264
Fire-2nd Alarm,North Boundry Road & 155 Street,Queens,09/23/2015 10:50:48 AM,09/23/2015 01:16:00 PM,,
Law Enforcement-Device,138 West 30 Street,Manhattan,09/23/2015 02:51:27 PM,09/23/2015 03:54:22 PM,40.7477712099,-73.9908222161
Fire-1st Alarm,543 Southern Boulevard,Bronx,09/24/2015 06:48:13 AM,09/24/2015 08:19:26 AM,40.8122956917,-73.903610267
Utility-Manhole,233 East 69th Street,Manhatan,09/23/2015 07:11:10 AM,09/24/2015 10:05:10 AM,40.7672580412,-73.9606752438
HazMat-Other,Dean Street & Schenectady Avenue,Brooklyn,09/24/2015 06:44:52 PM,09/24/2015 07:07:49 PM,40.6759684405,-73.9332253594
Utility-Water Main,99 Featherbed Lane,Bronx,09/24/2015 07:10:11 AM,09/25/2015 07:28:43 AM,40.8462262458,-73.9183294638
Rescue-High Angle,12 West 53 Street,Manhattan,09/25/2015 11:34:58 AM,09/25/2015 01:01:16 PM,40.760713412,-73.9765547425
Law Enforcement-Suspicious Package,,Queens,09/25/2015 03:45:54 PM,09/25/2015 04:48:45 PM,,
Utility-Water Main,80 Rutgers Slip,Manhattan,09/24/2015 05:09:26 PM,09/26/2015 12:35:18 AM,40.7106318414,-73.9898714675
Law Enforcement-Suspicious Package,625 8 Avenue,Manhattan,09/26/2015 10:56:35 AM,09/26/2015 11:23:52 AM,40.7561920726,-73.9905647817
Transportation-Other,,Manhattan,09/26/2015 05:32:14 PM,09/26/2015 07:09:31 PM,,
Utility-Manhole,207 east 120 street,manhattan,09/28/2015 01:26:23 AM,09/28/2015 02:39:26 AM,40.8003356886,-73.9377093746
Fire-2nd Alarm,47 West 129th Street,Manhattan,09/28/2015 07:34:10 AM,09/28/2015 09:34:44 AM,40.8097277358,-73.9422052455
Transportation-Other,6th Avenue & West 30 Street,Manhattan,09/28/2015 09:20:41 AM,09/28/2015 05:09:39 PM,40.7472770528,-73.9896168744
Rescue-Technical,56th Road  & 43rd,Queens,09/29/2015 12:26:42 PM,09/29/2015 01:18:58 PM,40.728781652,-73.9261440335
Fire-Manhole,4301 15 avenue,Brooklyn,09/29/2015 10:16:59 PM,09/30/2015 12:47:56 PM,40.6356384645,-73.9842982406
Fire-2nd Alarm,3275 Westchester Avenue,Bronx,09/30/2015 05:13:00 PM,09/30/2015 07:24:20 PM,40.8526671259,-73.8277037963
Utility-Water Main,663 Morris Park Avenue,Bronx,09/30/2015 02:20:01 PM,09/30/2015 09:34:05 PM,40.8449848898,-73.8673077025
Law Enforcement-Other,524 west 57 street,manhattan,09/30/2015 10:28:03 PM,09/30/2015 10:45:15 PM,40.7697373336,-73.9900502103
Utility-Power Outage,2800 Victory Blvd,Staten Island,09/30/2015 09:24:29 AM,09/30/2015 11:55:56 PM,40.6088523981,-74.1533351354
Utility-Water Main,869 Riverside Drive,Manhattan,09/30/2015 06:55:50 AM,10/01/2015 01:00:58 AM,40.8369109321,-73.9469121928
Utility-Manhole,100 East 77th Street,Manhattan,09/30/2015 06:59:41 AM,10/01/2015 08:19:11 AM,40.77417769,-73.9611477395
HazMat-Other,Rockaway Beach Boulevard & Beach 49 Street,Queens,10/01/2015 09:55:24 AM,10/01/2015 01:16:04 PM,40.5932903107,-73.7797060315
Fire-4th Alarm,1055 Grand Concourse,Bronx,09/30/2015 04:36:29 AM,10/01/2015 09:05:37 PM,,
Rescue-Confined Space,156 Hope Street,Brooklyn,10/02/2015 04:37:48 AM,10/02/2015 05:20:21 AM,,
Law Enforcement-Other,1200 Manor Road,Staten Island,10/02/2015 12:48:52 PM,10/02/2015 01:35:02 PM,40.5972993353,-74.1239179818
Weather-Flooding,Beach Channel Drive & Beach 60 Street,Queens,10/02/2015 03:53:26 PM,10/02/2015 09:16:00 PM,40.7496070001,-74.0350531181
Structural-Parapet,833 Van Siclen Avenue,Brooklyn,10/02/2015 10:20:06 AM,10/03/2015 11:48:19 AM,40.6595933904,-73.8849733736
Transportation-Commuter Bus,177-45 Meadow Rd,Queens,10/03/2015 10:01:58 PM,10/04/2015 01:02:16 AM,40.6665054973,-73.7701209649
Utility-Water Main,695 Park Avenue,Manhattan,10/04/2015 11:38:46 AM,10/05/2015 10:18:45 AM,40.7689722653,-73.9653674751
Law Enforcement-Suspicious Package,,Manhattan,10/05/2015 02:36:58 PM,10/05/2015 03:32:13 PM,40.7440439328,-73.9781922239
Utility-Transformer,,Brooklyn,10/05/2015 10:09:14 PM,10/05/2015 11:35:47 PM,40.7533460935,-73.9851681763
Law Enforcement-Suspicious Package,130 Leroy Street,Manhattan,10/06/2015 12:50:00 AM,10/06/2015 01:39:17 AM,40.730355823,-74.0083346992
Structural-Life Safety Violations,33-34 103 Street,Queens,09/26/2015 12:27:32 PM,10/06/2015 12:37:42 PM,40.7569237089,-73.8655592439
Law Enforcement-Device,988 Myrtle Avenue,Brooklyn,10/06/2015 01:02:25 PM,10/06/2015 02:07:32 PM,40.6962076105,-73.9419105711
HazMat-Other,1616 East 54 Street,Brooklyn,10/06/2015 06:52:56 PM,10/06/2015 09:26:46 PM,40.6181293738,-73.9229057719
Utility-Power Outage,18-18 Hazen Street,Queens,10/03/2015 09:16:34 AM,10/07/2015 12:53:51 AM,40.7942751115,-73.8841519828
Fire-3rd Alarm,641 Delafield avenue,Staten Island,09/30/2015 02:29:36 AM,10/07/2015 01:20:45 PM,40.6301311708,-74.1200808436
Law Enforcement-Suspicious Package,5993 Riverdale Avenue,Bronx,10/07/2015 04:54:36 PM,10/07/2015 06:32:16 PM,40.9081791796,-73.9037533833
Fire-School,1 Peck Slip,Manhattan,10/07/2015 05:55:05 PM,10/07/2015 07:35:01 PM,40.7087658231,-74.0024058198
Utility-Water Main,2840 Brighton 4th Street,Brooklyn,10/08/2015 03:06:52 AM,10/08/2015 02:28:54 PM,40.5819156312,-73.9643700521
Fire-1st Alarm,,Brooklyn,10/14/2015 11:10:01 PM,10/15/2015 12:21:38 AM,,
Fire-3rd Alarm,955 East 163 Street,Bronx,10/08/2015 08:19:32 PM,10/09/2015 12:05:11 AM,40.8210004449,-73.8955803848
Fire-2nd Alarm,985 East 163 Street,Bronx,10/09/2015 07:00:44 PM,10/09/2015 09:52:29 PM,40.8209908797,-73.894120743
Utility-Water Main,Brighton 7th Street & Banner Avenue,Brooklyn,10/09/2015 03:01:41 AM,10/09/2015 11:27:20 PM,40.5831748145,-73.9622380953
Structural-Other,1000 Surf Avenue,Brooklyn,10/11/2015 03:17:50 PM,10/11/2015 03:25:02 PM,40.5754330812,-73.9780056735
Utility-Sewer Service,1815 Bruckner Blvd,Bronx,10/11/2015 08:19:01 PM,10/11/2015 09:26:04 PM,40.825724139,-73.8640146762
Structural-Scaffold,390 5 Avenue,Manhattan,10/12/2015 02:14:36 AM,10/12/2015 01:10:18 PM,40.7498070785,-73.9840800463
Fire-Other,10 Richmond Terrace,Staten Island,10/13/2015 11:14:10 AM,10/13/2015 12:59:36 PM,40.6422161587,-74.0752014826
Utility-Water Service Line,Horace Harding Expressway & 108 Street,Queens,10/13/2015 02:36:13 PM,10/13/2015 04:08:57 PM,,
Structural-Confined Space,101 Castleton Avenue,Staten Island,10/09/2015 04:46:37 PM,10/14/2015 04:44:48 AM,40.6345005667,-74.0868770374
Fire-Haz Mat,26-45 Brooklyn Queens Expressway,Queens,10/13/2015 03:40:44 PM,10/14/2015 04:45:56 AM,40.7621397477,-73.9019284802
Utility-Gas Main Rupture,East 68 Street & 2nd Avenue,Manhattan,09/29/2015 07:06:11 PM,10/14/2015 08:48:58 PM,40.76623959,-73.9602318103
Fire-Other,319 Schermerhorn St,Brooklyn,10/14/2015 03:36:39 PM,10/15/2015 03:19:50 AM,40.6872563783,-73.9815709464
Structural-Confined Space,341 5 Avenue,Manhattan,10/15/2015 03:05:15 PM,10/15/2015 03:59:52 PM,40.748023096,-73.9848492007
Structural-Scaffold,1041 Prospect Avenue,Bronx,10/15/2015 05:15:14 PM,10/15/2015 08:35:29 PM,40.8247422583,-73.8995273704
Fire-2nd Alarm,265 Hawthorne Street,Brooklyn,10/16/2015 06:31:40 PM,10/16/2015 09:10:49 PM,40.6577660386,-73.9516068233
Fire-Other,425 Park Avenue,manhattan,10/17/2015 11:16:38 AM,10/17/2015 12:49:57 PM,,
Utility-Water Main,Waverly Place & Gay Street,Manhattan,10/18/2015 03:09:38 PM,10/18/2015 04:58:55 PM,40.7332408597,-74.000703609
Structural-Scaffold,200 Varick Street,Manhattan,10/18/2015 07:04:17 PM,10/18/2015 08:44:30 PM,40.7283468395,-74.0053434274
Administration-Drill,,Manhattan,10/17/2015 09:36:35 AM,10/19/2015 08:58:18 AM,40.7570516074,-73.9546325365
Fire-2nd Alarm,817 Manhattan Ave,Brooklyn,10/20/2015 12:57:24 AM,10/20/2015 04:50:34 AM,,
Transportation-Train Subway,Lexington Avenue  & East 53rd Street,Manhattan,10/21/2015 10:49:01 AM,10/21/2015 11:56:06 AM,40.758373624,-73.9709931529
Fire-Haz Mat,3116 Clarendon Road,Brooklyn,10/21/2015 01:31:19 PM,10/21/2015 02:33:58 PM,40.6433129729,-73.947541873
Fire-1st Alarm,151 Ten Eyck Walk,Brooklyn,10/21/2015 01:39:28 PM,10/21/2015 03:03:20 PM,40.710204181,-73.9439471524
Utility-Water Main,58 Street & Lexington Avenue,Manhattan,10/21/2015 04:29:35 PM,10/21/2015 06:14:40 PM,40.7616008267,-73.9686417756
HazMat-Other,95 Prospect Park West,Brooklyn,10/21/2015 07:38:06 PM,10/22/2015 12:17:31 AM,40.6673170048,-73.9745725526
Law Enforcement-Other,155 Tompkins Avenue,Staten Island,10/22/2015 02:50:56 PM,10/22/2015 03:22:31 PM,40.620533697,-74.0772663066
Fire-2nd Alarm,108-14 roosevelt avenue,queens,10/23/2015 03:36:50 AM,10/23/2015 05:44:46 AM,40.7508436295,-73.8583061766
Fire-10-77 (Residential High Rise Fire),1935 Eastchester Road,Bronx,10/22/2015 03:38:56 PM,10/23/2015 01:37:57 PM,40.8521190232,-73.8437111356
Fire-2nd Alarm,169-08 111th Avenue,Queens,10/24/2015 07:14:02 AM,10/24/2015 10:33:13 AM,40.6939584765,-73.782662216
Fire-3rd Alarm,358 Bedford Park Blvd,Bronx,10/25/2015 09:35:44 AM,10/25/2015 02:56:06 PM,40.8683855708,-73.8845579798
Rescue-Other,420 East 62 Street,Manhattan,10/25/2015 05:14:37 PM,10/25/2015 05:25:41 PM,40.761071035,-73.9596428957
Fire-Nursing Home,25 Fanning Street,Staten Island,10/26/2015 12:38:34 AM,10/26/2015 03:12:00 AM,40.607801915,-74.1230082957
HazMat-Other,737 Park Avenue,Manhattan,10/26/2015 06:18:02 PM,10/26/2015 08:43:04 PM,40.7705638589,-73.9642041393
Utility-Gas Low Pressure,52-10 73rd Street,Queens,10/26/2015 10:33:08 AM,10/26/2015 11:45:11 PM,40.7335180236,-73.890344764
Structural-Construction Accident,92-61 165 Street,queens,10/27/2015 01:42:52 PM,10/27/2015 02:03:20 PM,40.7039835688,-73.7937417072
Structural-Street Collapse,Whitlock Ave & East 165 St,Bronx,10/26/2015 05:05:21 PM,10/27/2015 07:45:49 PM,40.8252845808,-73.8864755109
Structural-Street Collapse,,Brooklyn,10/28/2015 09:51:50 AM,10/28/2015 02:48:41 PM,,
Administration-OEM Involved MVA,,Brooklyn,10/28/2015 09:04:58 AM,10/28/2015 04:42:48 PM,,
Fire-Collapse,25-26 Broadway,Queens,10/29/2015 10:23:23 AM,10/29/2015 01:05:36 PM,40.7633009339,-73.9282067064
Utility-Water Main,East 84th Street & 2nd Avenue,Manhattan,10/29/2015 03:23:19 PM,10/29/2015 08:43:30 PM,40.7765624558,-73.9527047678
Structural-Other,Amsterdam Avenue & 64 Street,Manhattan,10/21/2015 06:08:47 PM,10/30/2015 09:41:48 AM,40.7735300587,-73.9853308062
Structural-Stability Problem,42-15 69th Street,Queens,10/29/2015 06:06:24 PM,10/31/2015 12:25:39 PM,40.7424296934,-73.8956638313
Structural-Other,938 Morris Park Avenue,Bronx,10/31/2015 05:08:07 PM,10/31/2015 06:30:54 PM,40.8472274357,-73.8581803861
Fire-Manhole,1650 Grand Concourse,Bronx,11/01/2015 01:10:59 AM,11/01/2015 06:57:34 PM,40.8434685196,-73.9118308469
Structural-Other,18-01 149 street,queens,11/02/2015 11:13:23 AM,11/02/2015 12:05:25 PM,40.7828244532,-73.8167555917
Utility-Gas Low Pressure,155 Beach 136th Street,queens,11/02/2015 11:40:42 AM,11/02/2015 09:03:48 PM,40.5727253862,-73.8530398725
Law Enforcement-Suspicious Package,415 West 59 STreet,Manhattan,11/03/2015 11:31:16 AM,11/03/2015 12:21:03 PM,40.7695309919,-73.9854724855
Utility-Gas High Pressure,26 Nippon Avenue,Staten Island,11/02/2015 08:13:26 AM,11/03/2015 01:05:58 PM,40.5437925699,-74.1947574746
Structural-Demolition,101 Castleton Avenue,Staten Island,11/02/2015 05:06:58 PM,11/03/2015 08:30:32 PM,40.6345005667,-74.0868770374
Law Enforcement-Suspicious Package,Trinity Place & Edgar Street,Manhattan,11/04/2015 10:25:21 AM,11/04/2015 10:28:57 AM,40.7069425315,-74.01351839
Structural-Other,750 Drake Street,Bronx,11/04/2015 08:38:07 AM,11/04/2015 10:36:07 AM,40.8162236157,-73.8830841411
HazMat-Other,115-50 221 Street,Queens,11/04/2015 10:41:25 AM,11/04/2015 12:18:02 PM,40.6987138313,-73.7372710391
Transportation-Other,,Brooklyn,11/03/2015 04:39:30 PM,11/05/2015 05:07:27 AM,,
Utility-Water Main,jennings street  & charlotte street,bronx,11/04/2015 01:17:47 AM,11/04/2015 05:04:15 PM,40.8326646909,-73.8917352279
Law Enforcement-Suspicious Package,1271 6 Ave,Manhattan,11/05/2015 08:00:27 PM,11/05/2015 08:49:06 PM,40.7602886536,-73.9801573891
Fire-Manhole,159 W 53 Street,Manhattan,11/05/2015 09:06:05 AM,11/05/2015 08:54:41 PM,40.7627124466,-73.9812612804
Aviation-Other,Beach 219 Street & Breezy Point Boulevard,Queens,11/04/2015 08:13:16 PM,11/05/2015 09:33:24 PM,40.5549412224,-73.9270019438
Fire-Haz Mat,718 Clarkson Avenue,Brooklyn,11/06/2015 03:08:08 PM,11/06/2015 04:15:43 PM,40.6563197785,-73.9353390039
Fire-10-76 (Commercial High Rise Fire),32 Avenue of Americas,Manhattan,11/07/2015 09:36:43 AM,11/07/2015 10:42:28 AM,40.720079637,-74.0051840329
HazMat-Chemical,,Brooklyn,11/07/2015 03:24:36 PM,11/07/2015 03:59:56 PM,,
Fire-3rd Alarm,68-66 112th Street,Queens,11/08/2015 07:40:53 PM,11/09/2015 02:09:27 AM,40.7267032179,-73.8412560473
Utility-Water Main,51-35 Reeder Street,Queens,10/23/2015 08:44:25 AM,11/09/2015 02:37:17 PM,40.7379414301,-73.8782814563
Fire-Manhole,51 Madison Avenue,manhattan,11/09/2015 08:07:27 AM,11/09/2015 07:35:18 PM,40.7430223562,-73.9864021137
Structural-Collapse,99 Quincy Street,Brooklyn,10/12/2015 01:56:16 PM,11/10/2015 10:07:34 AM,40.6861822817,-73.957477923
Fire-Haz Mat,199 Chambers Street,Manhattan,11/10/2015 03:48:35 PM,11/10/2015 04:42:06 PM,40.7168375549,-74.0121171327
Law Enforcement-Suspicious Package,83 burton avenue,staten island,11/10/2015 10:08:21 PM,11/11/2015 04:00:45 AM,40.5174371243,-74.2055892194
Law Enforcement-Suspicious Package,713 Caton Avenue,Brooklyn,11/05/2015 06:53:19 PM,11/12/2015 04:17:08 PM,40.6475899922,-73.9733620473
HazMat-Other,201 East 47 Street,Manhattan,11/12/2015 12:10:59 PM,11/12/2015 11:00:01 PM,40.7538093109,-73.9717928102
